ProbeSet	Symbol	Name	EntrezID
X16983_at	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	3676
X17025_at	IDI1	isopentenyl-diphosphate delta isomerase 1	3422
X17042_at	SRGN	serglycin	5552
X17094_at	FURIN	furin (paired basic amino acid cleaving enzyme)	5045
X17098_at	PSG6	pregnancy specific beta-1-glycoprotein 6	5675
X17206_at	RPS2	ribosomal protein S2	6187
X17254_at	GATA1	GATA binding protein 1 (globin transcription factor 1)	2623
X17576_at	NCK1	NCK adaptor protein 1	4690
X17620_at	NME1	non-metastatic cells 1, protein (NM23A) expressed in	4830
X17622_at	KCNA6	potassium voltage-gated channel, shaker-related subfamily, member 6	3742
X17648_at	CSF2RA	colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)	1438
X17651_at	MYOG	myogenin (myogenic factor 4)	4656
X51405_at	CPE	carboxypeptidase E	1363
X51408_at	CHN1	chimerin (chimaerin) 1	1123
X51417_at	ESRRB	estrogen-related receptor beta	2103
X51420_at	TYRP1	tyrosinase-related protein 1	7306
X51466_at	EEF2	eukaryotic translation elongation factor 2	1938
X51521_at	EZR	ezrin	7430
X51602_at	FLT1	fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)	2321
X51630_at	WT1	Wilms tumor 1	7490
X51688_at	CCNA2	cyclin A2	890
X51730_at	PGR	progesterone receptor	5241
X51757_at	HSPA6	heat shock 70kDa protein 6 (HSP70B@#$%&)	3310
X51801_at	BMP7	bone morphogenetic protein 7	655
X51804_at	TMEM11	transmembrane protein 11	8834
X51952_xpt1_at	UCP1	uncoupling protein 1 (mitochondrial, proton carrier)	7350
X51953_at	UCP1	uncoupling protein 1 (mitochondrial, proton carrier)	7350
X51954_at	UCP1	uncoupling protein 1 (mitochondrial, proton carrier)	7350
X51956_rna1_at	ENO2	enolase 2 (gamma, neuronal)	2026
X51985_at	LAG3	lymphocyte-activation gene 3	3902
X52001_at	EDN3	endothelin 3	1908
X52003_at	TFF1	trefoil factor 1	7031
X52005_at	MYL4	myosin, light chain 4, alkali; atrial, embryonic	4635
X52008_at	GLRA2	glycine receptor, alpha 2	2742
X52011_at	MYF6	myogenic factor 6 (herculin)	4618
X52056_at	SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	6688
X52142_at	CTPS	CTP synthase	1503
X52151_at	ARSA	arylsulfatase A	410
X52192_at	FES	feline sarcoma oncogene	2242
X52221_at	ERCC2	excision repair cross-complementing rodent repair deficiency, complementation group 2	2068
X52425_at	IL4R	interleukin 4 receptor	3566
X52479_at	PRKCA	protein kinase C, alpha	5578
X52520_at	TAT	tyrosine aminotransferase	6898
X52541_at	EGR1	early growth response 1	1958
X52599_at	NGF	nerve growth factor (beta polypeptide)	4803
X52638_at	PFKFB1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1	5207
X52730_rna1_at	PNMT	phenylethanolamine N-methyltransferase	5409
X52773_at	RXRA	retinoid X receptor, alpha	6256
X52851_rna1_at	PPIA	peptidylprolyl isomerase A (cyclophilin A)	5478
X52882_at	TCP1	t-complex 1	6950
X52943_at	ATF7	activating transcription factor 7	11016
X52947_at	GJA1	gap junction protein, alpha 1, 43kDa	2697
X52966_at	RPL35A	ribosomal protein L35a	6165
X53331_at	MGP	matrix Gla protein	4256
X53414_at	AGXT	alanine-glyoxylate aminotransferase	189
X53416_at	FLNA	filamin A, alpha	2316
X53586_rna1_at	ITGA6	integrin, alpha 6	3655
X53587_at	ITGB4	integrin, beta 4	3691
X53742_at	FBLN1	fibulin 1	2192
X53777_at	RPL17	ribosomal protein L17	6139
X53793_at	PAICS	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase	10606
X53795_at			
X53961_at	LTF	lactotransferrin	4057
X54131_at	PTPRB	protein tyrosine phosphatase, receptor type, B	5787
X54150_at	FCAR	Fc fragment of IgA, receptor for	2204
X54162_at	LMOD1	leiomodin 1 (smooth muscle)	25802
X54232_at	GPC1	glypican 1	2817
X54304_at	MYL12A	myosin, light chain 12A, regulatory, non-sarcomeric	10627
X54326_at	EPRS	glutamyl-prolyl-tRNA synthetase	2058
X54380_at	PZP	pregnancy-zone protein	5858
X54637_at	TYK2	tyrosine kinase 2	7297
X54673_at	SLC6A1	solute carrier family 6 (neurotransmitter transporter, GABA), member 1	6529
X54816_at	AMBP	alpha-1-microglobulin/bikunin precursor	259
X54870_at			
X54871_at	RAB5B	RAB5B, member RAS oncogene family	5869
X54925_at	MMP1	matrix metallopeptidase 1 (interstitial collagenase)	4312
X54936_at	PGF	placental growth factor	5228
X54938_at	ITPKA	inositol-trisphosphate 3-kinase A	3706
X54941_at	CKS1B	CDC28 protein kinase regulatory subunit 1B	1163
X54942_at	CKS2	CDC28 protein kinase regulatory subunit 2	1164
X55079_rna1_at	GAA	glucosidase, alpha; acid	2548
X55330_at	AGA	aspartylglucosaminidase	175
X55448_cds2_at	FAM3A	family with sequence similarity 3, member A	60343
X55544_at	ATF1	activating transcription factor 1	466
X55666_at	USF1	upstream transcription factor 1	7391
X55668_at	PRTN3	proteinase 3	5657
X55715_at	RPS3	ribosomal protein S3	6188
X55733_at	EIF4B	eukaryotic translation initiation factor 4B	1975
X55740_at	NT5E	5@#$%&-nucleotidase, ecto (CD73)	4907
X55777_cds2_at			
X55885_at	KDELR1	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1	10945
X55889_at			
X55954_at	RPL23	ribosomal protein L23	9349
X56199_at	XIST	X (inactive)-specific transcript (non-protein coding)	7503
X56253_rna1_at	M6PR	mannose-6-phosphate receptor (cation dependent)	4074
X56411_rna1_at	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	127
X56465_at	ZNF711	zinc finger protein 711	7552
X56468_at	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide	10971
X56494_at	PKM2	pyruvate kinase, muscle	5315
X56654_at	DSG1	desmoglein 1	1828
X56667_at	CALB2	calbindin 2	794
X56677_at	MYOD1	myogenic differentiation 1	4654
X56692_at	CRP	C-reactive protein, pentraxin-related	1401
X56741_at	RAB8A	RAB8A, member RAS oncogene family	4218
X56807_at	DSC2	desmocollin 2	1824
X56932_at	RPL13A	ribosomal protein L13a	23521
X56997_rna1_at	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	7311
X57025_at	IGF1	insulin-like growth factor 1 (somatomedin C)	3479
X57129_at	HIST1H1C	histone cluster 1, H1c	3006
X57206_at	ITPKB	inositol-trisphosphate 3-kinase B	3707
X57303_at	SLC7A1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	6541
X57346_at	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide	7529
X57398_at			
X57522_at	TAP1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	6890
X57766_at	MMP11	matrix metallopeptidase 11 (stromelysin 3)	4320
X57830_at	HTR2A	5-hydroxytryptamine (serotonin) receptor 2A	3356
X57959_at	RPL7	ribosomal protein L7	6129
X58022_at	CRHBP	corticotropin releasing hormone binding protein	1393
X58079_at	S100A1	S100 calcium binding protein A1	6271
X58234_at	TIMM44	translocase of inner mitochondrial membrane 44 homolog (yeast)	10469
X58255_at			
X58288_at	PTPRM	protein tyrosine phosphatase, receptor type, M	5797
X58377_at	IL11	interleukin 11	3589
X58521_at	NUP62	nucleoporin 62kDa	23636
X58529_at	IGHM	immunoglobulin heavy constant mu	3507
X58723_at	ABCB1	ATP-binding cassette, sub-family B (MDR/TAP), member 1	5243
X58964_at	RFX1	regulatory factor X, 1 (influences HLA class II expression)	5989
X58987_at	DRD1	dopamine receptor D1	1812
X59065_at	FGF1	fibroblast growth factor 1 (acidic)	2246
X59131_at	USPL1	ubiquitin specific peptidase like 1	10208
X59350_at	CD22	CD22 molecule	933
X59372_at	HOXD9	homeobox D9	3235
X59373_at	HOXD10	homeobox D10	3236
X59405_at	CD46	CD46 molecule, complement regulatory protein	4179
X59417_at	PSMA6	proteasome (prosome, macropain) subunit, alpha type, 6	5687
X59434_at	MPST	mercaptopyruvate sulfurtransferase	4357
X59543_at	RRM1	ribonucleotide reductase M1	6240
X59618_at	RRM2	ribonucleotide reductase M2	6241
X59656_at	CRKL	v-crk sarcoma virus CT10 oncogene homolog (avian)-like	1399
X59710_at	NFYB	nuclear transcription factor Y, beta	4801
X59711_at	NFYA	nuclear transcription factor Y, alpha	4800
X59727_at	MAPK4	mitogen-activated protein kinase 4	5596
X59766_at	AZGP1	alpha-2-glycoprotein 1, zinc-binding	563
X59770_at	IL1R2	interleukin 1 receptor, type II	7850
X59798_at	CCND1	cyclin D1	595
X59812_at	CYP27A1	cytochrome P450, family 27, subfamily A, polypeptide 1	1593
X59834_at	GLUL	glutamate-ammonia ligase	2752
X59841_at	PBX3	pre-B-cell leukemia homeobox 3	5090
X59871_at	TCF7	transcription factor 7 (T-cell specific, HMG-box)	6932
X59892_at	WARS	tryptophanyl-tRNA synthetase	7453
X60036_at	SLC25A3	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3	5250
X60188_at	MAPK3	mitogen-activated protein kinase 3	5595
X60221_at	ATP5F1	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1	515
X60382_rna1_at	COL10A1	collagen, type X, alpha 1	1300
X60483_at			
X60484_at			
X60486_at	HIST1H4C	histone cluster 1, H4c	8364
X60489_at	EEF1B2	eukaryotic translation elongation factor 1 beta 2	1933
X60592_at	CD40	CD40 molecule, TNF receptor superfamily member 5	958
X60655_at	EVX1	even-skipped homeobox 1	2128
X60673_rna1_at	AK4	adenylate kinase 4	205
X60708_at	DPP4	dipeptidyl-peptidase 4	1803
X60957_at	TIE1	tyrosine kinase with immunoglobulin-like and EGF-like domains 1	7075
X60992_at	CD6	CD6 molecule	923
X61070_at			
X61072_at	TRDV2	T cell receptor delta variable 2	28517
X61079_at	TRDV2	T cell receptor delta variable 2	28517
X61100_rna1_at	NDUFS1	NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)	4719
X61118_rna1_at	LMO2	LIM domain only 2 (rhombotin-like 1)	4005
X61123_at	BTG1	B-cell translocation gene 1, anti-proliferative	694
X61177_at	IL5RA	interleukin 5 receptor, alpha	3568
X61373_at	MAPT	microtubule-associated protein tau	4137
X61587_at	RHOG	ras homolog gene family, member G (rho G)	391
X61615_at	LIFR	leukemia inhibitory factor receptor alpha	3977
X61970_at	PSMA5	proteasome (prosome, macropain) subunit, alpha type, 5	5686
X62025_rna1_at	PDE6G	phosphodiesterase 6G, cGMP-specific, rod, gamma	5148
X62048_at	WEE1	WEE1 homolog (S. pombe)	7465
X62055_at	PTPN6	protein tyrosine phosphatase, non-receptor type 6	5777
X62078_at	GM2A	GM2 ganglioside activator	2760
X62320_at	GRN	granulin	2896
X62466_at	CD52	CD52 molecule	1043
X62535_at	DGKA	diacylglycerol kinase, alpha 80kDa	1606
X62573_at	FCGR2B	Fc fragment of IgG, low affinity IIb, receptor (CD32)	2213
X62654_rna1_at	CD63	CD63 molecule	967
X62691_at	RPS15A	ribosomal protein S15a	6210
X62744_at	HLA-DMA	major histocompatibility complex, class II, DM alpha	3108
X62822_at	ST6GAL1	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1	6480
X63097_at	RHD	Rh blood group, D antigen	6007
X63187_at	WFDC2	WAP four-disulfide core domain 2	10406
X63337_at	KRTAP1-1	keratin associated protein 1-1	81851
X63359_at	ADH6	alcohol dehydrogenase 6 (class V)	130
X63380_at			
X63417_at	DENND4A	DENN/MADD domain containing 4A	10260
X63422_at	ATP5D	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	513
X63454_at	FGF6	fibroblast growth factor 6	2251
X63469_at	GTF2E2	general transcription factor IIE, polypeptide 2, beta 34kDa	2961
X63527_at	RPL19	ribosomal protein L19	6143
X63546_at	USP6	ubiquitin specific peptidase 6 (Tre-2 oncogene)	9098
X63563_at	POLR2B	polymerase (RNA) II (DNA directed) polypeptide B, 140kDa	5431
X63578_rna1_at	PVALB	parvalbumin	5816
X63597_at	SI	sucrase-isomaltase (alpha-glucosidase)	6476
X63629_at	CDH3	cadherin 3, type 1, P-cadherin (placental)	1001
X63657_at	KDSR	3-ketodihydrosphingosine reductase	2531
X63679_at	TRAM1	translocation associated membrane protein 1	23471
X63692_at	DNMT1	DNA (cytosine-5-)-methyltransferase 1	1786
X63753_at	SON	SON DNA binding protein	6651
X63755_at	KRTAP5-9	keratin associated protein 5-9	3846
X63759_at	TNP2	transition protein 2 (during histone to protamine replacement)	7142
X64037_at	GTF2F1	general transcription factor IIF, polypeptide 1, 74kDa	2962
X64044_at	U2AF2	U2 small nuclear RNA auxiliary factor 2	11338
X64229_at	DEK	DEK oncogene	7913
X64269_at	TFAM	transcription factor A, mitochondrial	7019
X64330_at	ACLY	ATP citrate lyase	47
X64364_at	BSG	basigin (Ok blood group)	682
X64559_at	CLEC3B	C-type lectin domain family 3, member B	7123
X64594_at	RHAG	Rh-associated glycoprotein	6005
X64643_at	BRCC3	BRCA1/BRCA2-containing complex, subunit 3	79184
X64707_at	RPL13	ribosomal protein L13	6137
X64728_at	CHML	choroideremia-like (Rab escort protein 2)	1122
X64810_at	PCSK1	proprotein convertase subtilisin/kexin type 1	5122
X64838_at	CLIP1	CAP-GLY domain containing linker protein 1	6249
X64878_at	OXTR	oxytocin receptor	5021
X65233_at	ZNF80	zinc finger protein 80	7634
X65293_at	PRKCE	protein kinase C, epsilon	5581
X65550_at	MKI67	antigen identified by monoclonal antibody Ki-67	4288
X65614_at	S100P	S100 calcium binding protein P	6286
X65633_at	MC2R	melanocortin 2 receptor (adrenocorticotropic hormone)	4158
X65644_at	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2	3097
X65663_at	SOX6	SRY (sex determining region Y)-box 6	55553
X65724_at	NDP	Norrie disease (pseudoglioma)	4693
X65867_at	ADSL	adenylosuccinate lyase	158
X65873_at	KIF5B	kinesin family member 5B	3799
X65977_at	DEFA4	defensin, alpha 4, corticostatin	1669
X66079_at	SPIB	Spi-B transcription factor (Spi-1/PU.1 related)	6689
X66114_rna1_at	SLC25A11	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11	8402
X66141_at	MYL2	myosin, light chain 2, regulatory, cardiac, slow	4633
X66171_at	CD300C	CD300c molecule	10871
X66358_at	CDKL1	cyclin-dependent kinase-like 1 (CDC2-related kinase)	8814
X66360_at	CDK17	cyclin-dependent kinase 17	5128
X66362_at	CDK18	cyclin-dependent kinase 18	5129
X66363_at	CDK16	cyclin-dependent kinase 16	5127
X66364_at	CDK5	cyclin-dependent kinase 5	1020
X66365_at	CDK6	cyclin-dependent kinase 6	1021
X66397_at	TPR	translocated promoter region (to activated MET oncogene)	7175
X66401_cds1_at	PSMB9	proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)	5698
X66403_at	CHRNE	cholinergic receptor, nicotinic, epsilon	1145
X66417_at	CSN3	casein kappa	1448
X66436_at	GNL1	guanine nucleotide binding protein-like 1	2794
X66503_at	ADSS	adenylosuccinate synthase	159
X66533_at	GUCY1B3	guanylate cyclase 1, soluble, beta 3	2983
X66534_at	GUCY1A3	guanylate cyclase 1, soluble, alpha 3	2982
X66610_at			
X66839_at	CA9	carbonic anhydrase IX	768
X66867_cds1_at	MAX	MYC associated factor X	4149
X66899_at	EWSR1	Ewing sarcoma breakpoint region 1	2130
X66922_at	IMPA1	inositol(myo)-1(or 4)-monophosphatase 1	3612
X66945_at	FGFR1	fibroblast growth factor receptor 1	2260
X67081_at	HIST1H4B	histone cluster 1, H4b	8366
X67098_at	ENOSF1	enolase superfamily member 1	55556
X67155_at	KIF23	kinesin family member 23	9493
X67247_rna1_at	RPS8	ribosomal protein S8	6202
X67318_at	CPA1	carboxypeptidase A1 (pancreatic)	1357
X67325_at	IFI27	interferon, alpha-inducible protein 27	3429
X67337_at	CPSF6	cleavage and polyadenylation specific factor 6, 68kDa	11052
X67594_at	MC1R	melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor)	4157
X67683_at	KRT4	keratin 4	3851
X67697_at			
X67698_at	NPC2	Niemann-Pick disease, type C2	10577
X67734_at	CNTN2	contactin 2 (axonal)	6900
X67951_at	PRDX1	peroxiredoxin 1	5052
X68149_at	CXCR5	chemokine (C-X-C motif) receptor 5	643
X68194_at	SYPL1	synaptophysin-like 1	6856
X68242_at	OTUD4	OTU domain containing 4	54726
X68264_rna1_at	MCAM	melanoma cell adhesion molecule	4162
X68277_at	DUSP1	dual specificity phosphatase 1	1843
X68314_at	GPX2	glutathione peroxidase 2 (gastrointestinal)	2877
X68486_at			
X68487_at	ADORA2B	adenosine A2b receptor	136
X68560_at	SP3	Sp3 transcription factor	6670
X68561_at	SP4	Sp4 transcription factor	6671
X68733_rna1_at	SERPINA3	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3	12
X68742_at	ITGA1	integrin, alpha 1	3672
X68836_at	MAT2A	methionine adenosyltransferase II, alpha	4144
X68994_at			
X69089_at	MYOM2	myomesin (M-protein) 2, 165kDa	9172
X69090_at	MYOM1	myomesin 1, 185kDa	8736
X69111_at	ID3	inhibitor of DNA binding 3, dominant negative helix-loop-helix protein	3399
X69141_at	FDFT1	farnesyl-diphosphate farnesyltransferase 1	2222
X69150_at	RPS18	ribosomal protein S18	6222
X69391_at	RPL6	ribosomal protein L6	6128
X69398_at	CD47	CD47 molecule	961
X69433_at	IDH2	isocitrate dehydrogenase 2 (NADP+), mitochondrial	3418
X69550_at	ARHGDIA	Rho GDP dissociation inhibitor (GDI) alpha	396
X69636_at			
X69699_at	PAX8	paired box 8	7849
X69819_at	ICAM3	intercellular adhesion molecule 3	3385
X69838_at	EHMT2	euchromatic histone-lysine N-methyltransferase 2	10919
X69878_at	FLT4	fms-related tyrosine kinase 4	2324
X69908_rna1_at	ATP5G2	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)	517
X69910_at	CKAP4	cytoskeleton-associated protein 4	10970
X69978_at	ERCC5	excision repair cross-complementing rodent repair deficiency, complementation group 5	2073
X70040_at	MST1R	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)	4486
X70070_at	NTSR1	neurotensin receptor 1 (high affinity)	4923
X70083_at	FLNC	filamin C, gamma	2318
X70218_at	PPP4C	protein phosphatase 4, catalytic subunit	5531
X70297_at			
X70340_at	TGFA	transforming growth factor, alpha	7039
X70394_at	ZNF146	zinc finger protein 146	7705
X70476_at	COPB2	coatomer protein complex, subunit beta 2 (beta prime)	9276
X70649_at	DDX1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1	1653
X70683_at	SOX4	SRY (sex determining region Y)-box 4	6659
X70991_at	NAB2	NGFI-A binding protein 2 (EGR1 binding protein 2)	4665
X71125_at	QPCT	glutaminyl-peptide cyclotransferase	25797
X71129_at	ETFB	electron-transfer-flavoprotein, beta polypeptide	2109
X71135_at	SOX3	SRY (sex determining region Y)-box 3	6658
X71348_at	HNF1B	HNF1 homeobox B	6928
X71428_at	FUS	fused in sarcoma	2521
X71490_at	ATP6V0D1	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1	9114
X71874_cds1_at	PSMB10	proteasome (prosome, macropain) subunit, beta type, 10	5699
X71877_at	CTRL	chymotrypsin-like	1506
X71973_at	GPX4	glutathione peroxidase 4 (phospholipid hydroperoxidase)	2879
X72012_at	ENG	endoglin	2022
X72177_rna1_at	C6	complement component 6	729
X72308_at	CCL7	chemokine (C-C motif) ligand 7	6354
X72755_at	CXCL9	chemokine (C-X-C motif) ligand 9	4283
X72790_at			
X72841_at	RBBP7	retinoblastoma binding protein 7	5931
X72879_at			
X72882_at			
X72925_at	DSC1	desmocollin 1	1823
X72964_at	CETN2	centrin, EF-hand protein, 2	1069
X73079_at	PIGR	polymeric immunoglobulin receptor	5284
X73113_at	MYBPC2	myosin binding protein C, fast type	4606
X73460_at	RPL3	ribosomal protein L3	6122
X73501_at	KRT20	keratin 20	54474
X73608_at	SPOCK1	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1	6695
X73874_at	PHKA1	phosphorylase kinase, alpha 1 (muscle)	5255
X73882_at	MAP7	microtubule-associated protein 7	9053
X74008_at	PPP1CC	protein phosphatase 1, catalytic subunit, gamma isozyme	5501
X74039_at	PLAUR	plasminogen activator, urokinase receptor	5329
X74104_at	SSR2	signal sequence receptor, beta (translocon-associated protein beta)	6746
X74262_at	RBBP4	retinoblastoma binding protein 4	5928
X74295_at	ITGA7	integrin, alpha 7	3679
X74328_rna1_at	CNR2	cannabinoid receptor 2 (macrophage)	1269
X74330_at	PRIM1	primase, DNA, polypeptide 1 (49kDa)	5557
X74331_at	PRIM2	primase, DNA, polypeptide 2 (58kDa)	5558
X74496_at	PREP	prolyl endopeptidase	5550
X74570_at	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	6484
X74614_at	ODF1	outer dense fiber of sperm tails 1	4956
X74764_at	DDR2	discoidin domain receptor tyrosine kinase 2	4921
X74794_at	MCM4	minichromosome maintenance complex component 4	4173
X74795_at	MCM5	minichromosome maintenance complex component 5	4174
X74801_at	CCT3	chaperonin containing TCP1, subunit 3 (gamma)	7203
X74819_at	TNNT2	troponin T type 2 (cardiac)	7139
X74837_at	MAN1A1	mannosidase, alpha, class 1A, member 1	4121
X75042_at	REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	5966
